W, K, Effect, empty_0, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.13507851785602953, 21400.086616565473, 0, 1.4153914385426005, 0, 0, 0, 1, 1.0, 0.00040119778584999364, 96394.24643618742
0.018280889473227604, 21400.086616565473, 0, 1.4153914385426005, 0, 0, 0, 1, 1.0, 0.00040119778584999364, 14132.585450558478
0.018280889473227604, 158126.4405317773, 0, 1.4153914385426005, 0, 0, 0, 1, 1.0, 0.00040119778584999364, 14061.473323226031
0.030140091321828412, 158126.4405317773, 0, 1.4153914385426005, 0, 0, 0, 1, 1.0, 0.00040119778584999364, 9091.335939841996
0.030140091321828412, 274073.1302563322, 0, 1.4153914385426005, 0, 0, 0, 1, 1.0, 0.00040119778584999364, 9042.013516105779
0.030140091321828412, 501897.02517814666, 0, 1.4153914385426005, 0, 0, 0, 1, 1.0, 0.00040119778584999364, 9011.148461535857
0.030140091321828412, 976422.0971622177, 0, 1.4153914385426005, 0, 0, 0, 1, 1.0, 0.00040119778584999364, 8992.984604591482
0.030140091321828412, 2030312.4359392251, 0, 1.4153914385426005, 0, 0, 0, 1, 1.0, 0.00040119778584999364, 8982.974712980567
0.03686158578350404, 2030312.4359392251, 0, 1.4153914385426005, 0, 0, 0, 1, 1.0, 0.00040119778584999364, 4769.212486750392
0.03635492389817827, 2030312.4359392251, 0, 1.4153914385426005, 0, 0, 0, 1, 1.0, 0.00040119778584999364, 4748.306438495833
0.03663271995847005, 2030312.4359392251, 0, 1.4153914385426005, 0, 0, 0, 1, 1.0, 0.00040119778584999364, 4740.755062952883
