W, K, Effect, empty_0, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.12942181200626626, 28315.49695711953, 0, 0.30050617443878413, 0, 0, 0, 1, 1.0, 1.7248528560507657e-05, 118875.1958968809
0.017515337584863688, 28315.49695711953, 0, 0.30050617443878413, 0, 0, 0, 1, 1.0, 1.7248528560507657e-05, 14292.058884471095
0.017515337584863688, 209224.79548525633, 0, 0.30050617443878413, 0, 0, 0, 1, 1.0, 1.7248528560507657e-05, 14246.108232611945
0.017515337584863688, 209224.79548525633, 0, 2.220456981003216, 0, 0, 0, 1, 1.0, 1.7248528560507657e-05, 14228.332423560265
0.028877909639658174, 209224.79548525633, 0, 2.220456981003216, 0, 0, 0, 1, 1.0, 1.7248528560507657e-05, 9880.584896097209
0.028877909639658174, 362639.5081875091, 0, 2.220456981003216, 0, 0, 0, 1, 1.0, 1.7248528560507657e-05, 9851.169206611028
0.028877909639658174, 664084.4003976266, 0, 2.220456981003216, 0, 0, 0, 1, 1.0, 1.7248528560507657e-05, 9832.82504361202
0.028877909639658174, 1291951.6362919416, 0, 2.220456981003216, 0, 0, 0, 1, 1.0, 1.7248528560507657e-05, 9822.0523527495
0.03467744343589164, 1291951.6362919416, 0, 2.220456981003216, 0, 0, 0, 1, 1.0, 1.7248528560507657e-05, 5507.890617033924
0.03646736926528646, 1291951.6362919416, 0, 2.220456981003216, 0, 0, 0, 1, 1.0, 1.7248528560507657e-05, 4739.124417048278
