W, K, Effect, empty_0, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.5937021409051823, 1769.368533829107, 0, 0.010481314361100787, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 14045.504524057005
4.386898425203621, 1769.368533829107, 0, 0.010481314361100787, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 13752.80811411391
32.41503856414008, 1769.368533829107, 0, 0.010481314361100787, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 13681.891983226113
32.41503856414008, 1769.368533829107, 0, 0.07744701980470119, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 13170.962534633907
239.5165383994315, 1769.368533829107, 0, 0.07744701980470119, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 13104.663235396407
239.5165383994315, 1769.368533829107, 0, 0.0284911663661471, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 12564.106844078364
79.72812970063146, 1769.368533829107, 0, 0.0284911663661471, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 12530.88100603193
79.72812970063146, 2058.2841984919833, 0, 0.0284911663661471, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 11935.007100822731
79.72812970063146, 2058.2841984919833, 0, 0.02412428687407983, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 11909.996537830055
79.72812970063146, 2255.5164528424534, 0, 0.02412428687407983, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 11727.65177101119
79.72812970063146, 2312.994929640611, 0, 0.02412428687407983, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 11685.036246225698
79.72812970063146, 2345.2300781746285, 0, 0.02412428687407983, 0, 0, 0, 1, 1.0, 1.2081578384687354e-06, 11656.834392677396
