W, K, Effect, empty_0, empty_1, empty_2, empty_3, Flag_consumption_model, Init_conc_comp, D_comp, Deviation
0.13093779371367584, 1690.1525483634098, 0, 0.008259477934475856, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 14625.397661626383
0.13093779371367584, 1690.1525483634098, 0, 0.06102974580572195, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 12654.955997725418
0.048169322379608664, 1690.1525483634098, 0, 0.06102974580572195, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 12439.247098785761
0.048169322379608664, 5077.498861079836, 0, 0.06102974580572195, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 7887.686734249543
0.048169322379608664, 17027.314503966383, 0, 0.06102974580572195, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 7140.779096865196
0.048169322379608664, 8752.319843181156, 0, 0.06102974580572195, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5917.4409756193645
0.048169322379608664, 8752.319843181156, 0, 0.12690152366654334, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5522.13745331856
0.048169322379608664, 8752.319843181156, 0, 0.08484142123294737, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5507.480718145577
0.048169322379608664, 8752.319843181156, 0, 0.10587180828790867, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5476.4558526267965
0.048169322379608664, 9301.876923616986, 0, 0.10587180828790867, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5452.1032537209
0.0450482979938868, 9301.876923616986, 0, 0.10587180828790867, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5420.561435702006
0.0450482979938868, 10013.178394781124, 0, 0.10587180828790867, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5272.95472222754
0.0450482979938868, 10858.590487979976, 0, 0.10587180828790867, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5173.249433226203
0.0450482979938868, 11871.21323779785, 0, 0.10587180828790867, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5146.761552258565
0.0450482979938868, 11871.21323779785, 0, 0.11678152637058094, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5141.2267092092625
0.0450482979938868, 11247.823869337532, 0, 0.11678152637058094, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5134.7028073324545
0.04438498449038133, 11247.823869337532, 0, 0.11678152637058094, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5117.647011028105
0.04438498449038133, 11432.86441920039, 0, 0.11678152637058094, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5105.17102078905
0.04438498449038133, 11639.926932334809, 0, 0.11678152637058094, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5094.6573590157805
0.04438498449038133, 11872.029717059959, 0, 0.11678152637058094, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5087.017183540163
0.044144644545071325, 11872.029717059959, 0, 0.11678152637058094, 0, 0, 0, 1, 1.0, 7.378075031257218e-05, 5081.102584077305
