W, K, Scale, Min_effect, Max_effect, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.24266363873514535, 9468.945645892034, 401.9381097876563, 0.01967401748409278, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 15857.578882960603
0.24266363873514535, 9468.945645892034, 2969.943241519139, 0.01967401748409278, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 14039.182813426061
0.24266363873514535, 9468.945645892034, 2969.943241519139, 0.05347952421979495, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 13966.989886380856
0.24266363873514535, 16412.078616764702, 2969.943241519139, 0.05347952421979495, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 13885.900474075232
0.24266363873514535, 16412.078616764702, 2969.943241519139, 0.09793449685765972, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 13661.293280450443
0.24266363873514535, 31929.091861193076, 2969.943241519139, 0.09793449685765972, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 13458.761877445439
0.24266363873514535, 66391.40230688198, 2969.943241519139, 0.09793449685765972, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 13401.036571376626
0.24266363873514535, 66391.40230688198, 2969.943241519139, 0.1464854865718233, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 13071.054138003412
0.24266363873514535, 66391.40230688198, 4624.799839270873, 0.1464854865718233, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 12355.30014005945
0.24266363873514535, 108066.50663465615, 4624.799839270873, 0.1464854865718233, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 12213.642469709559
0.24266363873514535, 184683.59106914856, 4624.799839270873, 0.1464854865718233, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 12121.22151333123
0.24266363873514535, 332996.16220982414, 4624.799839270873, 0.1464854865718233, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 12064.930239335994
0.24266363873514535, 636870.654022257, 4624.799839270873, 0.1464854865718233, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 12032.606050110815
0.24266363873514535, 1299644.125776996, 4624.799839270873, 0.1464854865718233, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 12015.034466519737
0.24266363873514535, 1299644.125776996, 4624.799839270873, 0.1615803015895827, 0.29284527498548046, 0, 0, 0, 1.0, 1.1113938873736942, 11735.635784711638
0.24266363873514535, 1299644.125776996, 4624.799839270873, 0.1615803015895827, 0.26289663243834255, 0, 0, 0, 1.0, 1.1113938873736942, 11012.407908545898
0.24266363873514535, 1299644.125776996, 4624.799839270873, 0.17145796834816449, 0.26289663243834255, 0, 0, 0, 1.0, 1.1113938873736942, 10842.02655706231
0.24266363873514535, 1299644.125776996, 4624.799839270873, 0.17145796834816449, 0.24628549695121588, 0, 0, 0, 1.0, 1.1113938873736942, 10365.28734997056
0.24266363873514535, 1299644.125776996, 4624.799839270873, 0.177724816710657, 0.24628549695121588, 0, 0, 0, 1.0, 1.1113938873736942, 10308.949419651042
0.24266363873514535, 1299644.125776996, 4624.799839270873, 0.177724816710657, 0.23674967767730629, 0, 0, 0, 1.0, 1.1113938873736942, 10078.24717194733
0.24266363873514535, 1299644.125776996, 4624.799839270873, 0.17966528535301773, 0.23674967767730629, 0, 0, 0, 1.0, 1.1113938873736942, 10048.869185036221
0.24266363873514535, 1299644.125776996, 4624.799839270873, 0.17966528535301773, 0.23393849425986177, 0, 0, 0, 1.0, 1.1113938873736942, 10019.66000571593
0.24266363873514535, 1299644.125776996, 4624.799839270873, 0.18204160181328624, 0.23393849425986177, 0, 0, 0, 1.0, 1.1113938873736942, 10009.152895192108
0.24266363873514535, 1299644.125776996, 4624.799839270873, 0.18204160181328624, 0.2305815561406442, 0, 0, 0, 1.0, 1.1113938873736942, 9969.93432434147
