W, K, Scale, Min_effect, Max_effect, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.01660961469749545, 2747.699549728029, 20.70628139137024, 0.0007544722130413384, 0.042326725820388794, 0, 0, 0, 1.0, 0.8059108223006921, 16869.805904462737
0.12272937478141692, 2747.699549728029, 20.70628139137024, 0.0007544722130413384, 0.042326725820388794, 0, 0, 0, 1.0, 0.8059108223006921, 14318.997960780702
0.12272937478141692, 7469.021756090801, 20.70628139137024, 0.0007544722130413384, 0.042326725820388794, 0, 0, 0, 1.0, 0.8059108223006921, 12616.717548773042
0.12272937478141692, 7469.021756090801, 20.70628139137024, 0.0007544722130413384, 0.05572443290925324, 0, 0, 0, 1.0, 0.8059108223006921, 12566.611006664474
0.12272937478141692, 10107.361646351499, 20.70628139137024, 0.0007544722130413384, 0.05572443290925324, 0, 0, 0, 1.0, 0.8059108223006921, 12010.219764946418
0.12272937478141692, 14097.733421618314, 20.70628139137024, 0.0007544722130413384, 0.05572443290925324, 0, 0, 0, 1.0, 0.8059108223006921, 11745.713876372854
0.12272937478141692, 14097.733421618314, 20.70628139137024, 0.0007544722130413384, 0.06106415010338315, 0, 0, 0, 1.0, 0.8059108223006921, 11624.239015247636
0.12272937478141692, 15590.642728972192, 20.70628139137024, 0.0007544722130413384, 0.06106415010338315, 0, 0, 0, 1.0, 0.8059108223006921, 11542.930025031987
0.12272937478141692, 17416.0722380663, 20.70628139137024, 0.0007544722130413384, 0.06106415010338315, 0, 0, 0, 1.0, 0.8059108223006921, 11513.158122653485
0.12272937478141692, 17416.0722380663, 20.70628139137024, 0.0007544722130413384, 0.06489836053574702, 0, 0, 0, 1.0, 0.8059108223006921, 11490.295749876926
0.12272937478141692, 18622.687994467902, 20.70628139137024, 0.0007544722130413384, 0.06489836053574702, 0, 0, 0, 1.0, 0.8059108223006921, 11446.195370828234
0.12272937478141692, 20046.738804457007, 20.70628139137024, 0.0007544722130413384, 0.06489836053574702, 0, 0, 0, 1.0, 0.8059108223006921, 11421.879071846444
0.12524168359351612, 20046.738804457007, 20.70628139137024, 0.0007544722130413384, 0.06489836053574702, 0, 0, 0, 1.0, 0.8059108223006921, 11402.143830109011
0.12524168359351612, 20046.738804457007, 20.70628139137024, 0.0007544722130413384, 0.06636118592647804, 0, 0, 0, 1.0, 0.8059108223006921, 11356.00939535211
