W, K, empty_0, Max_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.0013716519101481214, 1303.983591425806, 0, 0.0010750672192372814, 0, 0, 0, 0, 1.0, 0.8346355812994556, 16126.172330492978
0.010135212912289852, 1303.983591425806, 0, 0.0010750672192372814, 0, 0, 0, 0, 1.0, 0.8346355812994556, 16001.709645823195
0.010135212912289852, 1303.983591425806, 0, 0.00794373199306565, 0, 0, 0, 0, 1.0, 0.8346355812994556, 15886.50686579703
0.07488965678351601, 1303.983591425806, 0, 0.00794373199306565, 0, 0, 0, 0, 1.0, 0.8346355812994556, 14999.953858878955
0.07488965678351601, 1303.983591425806, 0, 0.05869668133163227, 0, 0, 0, 0, 1.0, 0.8346355812994556, 13035.12198830801
0.07488965678351601, 3544.5949011815324, 0, 0.05869668133163227, 0, 0, 0, 0, 1.0, 0.8346355812994556, 9340.7086798867
0.07488965678351601, 4666.567917384853, 0, 0.05869668133163227, 0, 0, 0, 0, 1.0, 0.8346355812994556, 8865.669044511134
0.05534109645954602, 4666.567917384853, 0, 0.05869668133163227, 0, 0, 0, 0, 1.0, 0.8346355812994556, 7698.01948241506
0.05534109645954602, 6508.922189097292, 0, 0.05869668133163227, 0, 0, 0, 0, 1.0, 0.8346355812994556, 6458.350264644849
0.05534109645954602, 7816.105246450001, 0, 0.05869668133163227, 0, 0, 0, 0, 1.0, 0.8346355812994556, 6298.238598412125
0.050041812817435916, 7816.105246450001, 0, 0.05869668133163227, 0, 0, 0, 0, 1.0, 0.8346355812994556, 6090.563910731287
0.050041812817435916, 8731.253480623904, 0, 0.05869668133163227, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5905.493204631717
0.050041812817435916, 8731.253480623904, 0, 0.06629921174449191, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5732.872803785292
0.050041812817435916, 8731.253480623904, 0, 0.07580409451386774, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5646.581310277759
0.050041812817435916, 8731.253480623904, 0, 0.08160072721399307, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5635.830089999054
0.04805430311600974, 8731.253480623904, 0, 0.08160072721399307, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5533.004155625843
0.04805430311600974, 9129.298811784412, 0, 0.08160072721399307, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5476.504778888675
0.04805430311600974, 9588.139199690033, 0, 0.08160072721399307, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5445.071917499038
0.04805430311600974, 9588.139199690033, 0, 0.086123293213849, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5427.591314058002
0.04805430311600974, 9588.139199690033, 0, 0.09138815026727137, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5420.376630016598
0.04651137633548025, 9588.139199690033, 0, 0.09138815026727137, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5352.886007130939
0.04651137633548025, 9938.589021426598, 0, 0.09138815026727137, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5314.304536119486
0.04651137633548025, 10338.896171475448, 0, 0.09138815026727137, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5290.180058039105
0.04651137633548025, 10338.896171475448, 0, 0.09544523973405139, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5276.7206179205305
0.04651137633548025, 10338.896171475448, 0, 0.10011637071074754, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5268.346818599958
0.04530501072349727, 10338.896171475448, 0, 0.10011637071074754, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5241.910589213084
0.04530501072349727, 10642.126643853753, 0, 0.10011637071074754, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5211.344952490606
0.04530501072349727, 10985.962104331797, 0, 0.10011637071074754, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5188.360927492317
0.04530501072349727, 11377.025664073291, 0, 0.10011637071074754, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5176.294147632097
0.04530501072349727, 11377.025664073291, 0, 0.10404346398599562, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5166.233294635859
0.04530501072349727, 11377.025664073291, 0, 0.10854141496209067, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5159.439966893675
0.04426259438463208, 11377.025664073291, 0, 0.10854141496209067, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5137.6869612144565
0.04426259438463208, 11672.10126117253, 0, 0.10854141496209067, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5116.154967784273
0.04426259438463208, 12005.531355682426, 0, 0.10854141496209067, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5099.968000039216
0.04426259438463208, 12383.31613111799, 0, 0.10854141496209067, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5091.362824852501
0.04426259438463208, 12383.31613111799, 0, 0.11230435810297498, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5082.381024465266
0.04426259438463208, 12383.31613111799, 0, 0.11659444355317305, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5075.418856031138
0.04335929194067304, 12383.31613111799, 0, 0.11659444355317305, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5069.10916230639
0.04335929194067304, 12667.389157926624, 0, 0.11659444355317305, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5051.573808919266
0.04335929194067304, 12987.401920581455, 0, 0.11659444355317305, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5037.444081031214
0.04335929194067304, 13348.761253609913, 0, 0.11659444355317305, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5028.186223556301
0.04335929194067304, 13348.761253609913, 0, 0.12016788220539232, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5019.303442853696
0.04335929194067304, 13348.761253609913, 0, 0.12422528907174696, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5011.5806393848125
0.04335929194067304, 13348.761253609913, 0, 0.1288468440555527, 0, 0, 0, 0, 1.0, 0.8346355812994556, 5005.306947089816
0.04292592326950471, 13348.761253609913, 0, 0.1288468440555527, 0, 0, 0, 0, 1.0, 0.8346355812994556, 4996.61120265506
