W, K, empty_0, Max_effect, empty_1, empty_2, empty_3, empty_4, P_comp, D_comp, Deviation
0.5624915784153076, 2869.3586921468327, 0, 0.003430028458550258, 0, 0, 0, 0, 1.0, 0.02370769706485777, 17797.443250685374
0.5624915784153076, 2869.3586921468327, 0, 0.025344672701156482, 0, 0, 0, 0, 1.0, 0.02370769706485777, 13725.408995076537
0.076124957083045, 2869.3586921468327, 0, 0.025344672701156482, 0, 0, 0, 0, 1.0, 0.02370769706485777, 10914.713212877408
0.076124957083045, 2869.3586921468327, 0, 0.18727320839788147, 0, 0, 0, 0, 1.0, 0.02370769706485777, 10796.362064925424
0.076124957083045, 2869.3586921468327, 0, 0.0688939632517957, 0, 0, 0, 0, 1.0, 0.02370769706485777, 10193.01633835833
0.076124957083045, 4973.32461250754, 0, 0.0688939632517957, 0, 0, 0, 0, 1.0, 0.02370769706485777, 9440.99360514775
0.076124957083045, 4973.32461250754, 0, 0.03762123148166154, 0, 0, 0, 0, 1.0, 0.02370769706485777, 8645.747679205428
0.05457774299884576, 4973.32461250754, 0, 0.03762123148166154, 0, 0, 0, 0, 1.0, 0.02370769706485777, 8452.97082853978
0.05457774299884576, 7171.490783456503, 0, 0.03762123148166154, 0, 0, 0, 0, 1.0, 0.02370769706485777, 7390.801348486559
0.05457774299884576, 7171.490783456503, 0, 0.05627194273568539, 0, 0, 0, 0, 1.0, 0.02370769706485777, 6294.000664507989
0.05457774299884576, 7171.490783456503, 0, 0.07022056262993241, 0, 0, 0, 0, 1.0, 0.02370769706485777, 6199.979657230129
0.04831931337206465, 7171.490783456503, 0, 0.07022056262993241, 0, 0, 0, 0, 1.0, 0.02370769706485777, 6192.2556090509315
0.04831931337206465, 8199.620340126176, 0, 0.07022056262993241, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5797.332784143249
0.04831931337206465, 9501.59409402889, 0, 0.07022056262993241, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5571.643927027609
0.04831931337206465, 9501.59409402889, 0, 0.0825785603454618, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5461.34321972614
0.04831931337206465, 9501.59409402889, 0, 0.09027946120783319, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5448.288363079052
0.04600699269865514, 9501.59409402889, 0, 0.09027946120783319, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5396.459302166235
0.04600699269865514, 10028.201979291927, 0, 0.09027946120783319, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5316.657589925354
0.04600699269865514, 10641.242284110756, 0, 0.09027946120783319, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5266.37892190028
0.04600699269865514, 10641.242284110756, 0, 0.0963685098135867, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5238.346577812302
0.04600699269865514, 10641.242284110756, 0, 0.10354185628219875, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5222.18091168444
0.04510753815072364, 10641.242284110756, 0, 0.10354185628219875, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5199.598328299197
0.04510753815072364, 10874.881279954, 0, 0.10354185628219875, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5180.294669808871
0.04510753815072364, 11137.813380678466, 0, 0.10354185628219875, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5165.054007283089
0.04510753815072364, 11434.387089426442, 0, 0.10354185628219875, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5155.670649641682
0.04510753815072364, 11434.387089426442, 0, 0.10657864526533999, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5148.503137848891
0.04510753815072364, 11434.387089426442, 0, 0.11002208460771037, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5142.905114731614
0.0443255164634814, 11434.387089426442, 0, 0.11002208460771037, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5125.28489831802
0.0443255164634814, 11656.488591905045, 0, 0.11002208460771037, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5111.0214664135465
0.0443255164634814, 11905.786241115162, 0, 0.11002208460771037, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5099.653178599302
0.0443255164634814, 12186.17617933089, 0, 0.11002208460771037, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5092.432188949609
0.0443255164634814, 12186.17617933089, 0, 0.11287562763980895, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5085.953623527375
0.0443255164634814, 12186.17617933089, 0, 0.11610007972000146, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5080.444415497871
0.04364414778371086, 12186.17617933089, 0, 0.11610007972000146, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5071.790216513172
0.04364414778371086, 12395.613265941822, 0, 0.11610007972000146, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5060.142501176894
0.04364414778371086, 12630.153832764287, 0, 0.11610007972000146, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5050.412895811561
0.04364414778371086, 12893.277336725674, 0, 0.11610007972000146, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5043.462945563883
0.04364414778371086, 12893.277336725674, 0, 0.11876341324953213, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5037.265995236427
0.04364414778371086, 12893.277336725674, 0, 0.12176370064123336, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5031.614722320459
0.04334573249715325, 12893.277336725674, 0, 0.12176370064123336, 0, 0, 0, 0, 1.0, 0.02370769706485777, 5026.1956430592045
